nodeId,timeUtc,aqi,pm1MassConc[ug/m3],pm2_5MassConc[ug/m3],pm10MassConc[ug/m3],no2Conc[ppb],temperature[degC],relHumidity[%],latitude,longitude
AM2JQ85L,2018-08-13T14:30:00.000Z,0,,0.06976743787527084,,0,31.096359252929688,31.54955291748047,48.838565,2.412767
AQB2MV40,2018-08-13T14:31:00.000Z,1,,0,,0.7392922043800354,27.208358764648438,39.774166107177734,48.838565,2.412767
AMZZDR73,2018-08-13T14:37:00.000Z,2,,0,,1.7466837167739868,31.51293182373047,30.981918334960938,48.838565,2.412767
AM2JQ85L,2018-08-13T14:47:00.000Z,1,,0,,0.7453071475028992,31.53162384033203,31.06431770324707,48.838565,2.412767
AQB2MV40,2018-08-13T14:48:00.000Z,1,,0,,1.1515897512435913,27.33386993408203,39.04020690917969,48.838565,2.412767
AMZZDR73,2018-08-13T14:54:00.000Z,11,,0,,11.680652618408203,31.133743286132812,31.96612548828125,48.838565,2.412767
AQB2MV40,2018-08-13T15:04:00.000Z,2,,0,,1.6349730491638184,27.520790100097656,38.483253479003906,48.838565,2.412767
AM2JQ85L,2018-08-13T15:05:00.000Z,0,,0.06976743787527084,,0,31.376747131347656,30.743877410888672,48.838565,2.412767
AMZZDR73,2018-08-13T15:12:00.000Z,10,,0,,10.621343612670898,31.064315795898438,31.280994415283203,48.838565,2.412767
AQB2MV40,2018-08-13T15:21:00.000Z,10,,0.23529411852359772,,10.416437149047852,27.277793884277344,43.98565673828125,48.838565,2.412767
AM2JQ85L,2018-08-13T15:22:00.000Z,10,,0.3023255467414856,,10.767309188842773,30.092315673828125,37.18013381958008,48.838565,2.412767
AMZZDR73,2018-08-13T15:29:00.000Z,18,,0,,18.775672912597656,30.0762939453125,37.567710876464844,48.838565,2.412767
AQB2MV40,2018-08-13T15:38:00.000Z,6,,1.2352941036224365,,6.179723739624023,26.88525390625,44.71198654174805,48.838565,2.412767
AM2JQ85L,2018-08-13T15:40:00.000Z,6,,0.06976743787527084,,6.623190402984619,29.865341186523438,38.30929946899414,48.838565,2.412767
AMZZDR73,2018-08-13T15:46:00.000Z,14,,0,,14.401902198791504,29.707786560058594,37.970550537109375,48.838565,2.412767
AQB2MV40,2018-08-13T15:55:00.000Z,6,,0.47058823704719543,,6.876364707946777,26.503395080566406,45.66872787475586,48.838565,2.412767
AM2JQ85L,2018-08-13T15:57:00.000Z,6,,0,,6.364182472229004,28.904022216796875,40.09765625,48.838565,2.412767
AMZZDR73,2018-08-13T16:03:00.000Z,13,,0,,14.307740211486816,28.890670776367188,40.06256103515625,48.838565,2.412767
AQB2MV40,2018-08-13T16:12:00.000Z,6,,0.23529411852359772,,6.042291641235352,27.165634155273438,45.26131057739258,48.838565,2.412767
AM2JQ85L,2018-08-13T16:14:00.000Z,1,,0.06976743787527084,,1.2421785593032837,29.14434814453125,39.94354248046875,48.838565,2.412767
AMZZDR73,2018-08-13T16:20:00.000Z,10,,0.23529411852359772,,10.475394248962402,28.933395385742188,40.294498443603516,48.838565,2.412767
AQB2MV40,2018-08-13T16:29:00.000Z,2,,0.529411792755127,,0.9288542866706848,27.053482055664062,44.327457427978516,48.838565,2.412767
